date,start_time,duration,location,witnesses,colors,remarks,year,quarter,duration_seconds,country
13-08-2022,23:30,6-?,7000 Fredericia,2,"gul, hvid",se beretning,2022,3,360,Danmark
15-08-2022,04:45,ca. 20 min,"7000 Andkær,  Fredericia",1,hvid,se beretning,2022,3,1200,Danmark
21-08-2022,20:50,5–10 min,2635 Ishøj,1,ukendt,se beretning,2022,3,600,Danmark
23-08-2022,02:47,30 sek,4700 Næstved,1,grå,se beretning,2022,3,30,Danmark
04-09-2022,20:30,20–25 min,4720 – Præstø-Askeby,1,ukendt,se beretning,2022,3,1500,Danmark
07-09-2022,00:16,3–4 min,2600 Glostrup,1,hvid,se beretning,2022,3,240,Danmark
13-09-2022,19:10,30 sek,4320 Lejre,1,sølv,se beretningfly,2022,3,30,Danmark
15-09-2022,07:50,5 min,8260 Viby J,1,sølv,se beretning,2022,3,300,Danmark
15-09-2022,21:14,3 sek,7323 Give,1,"grøn, rød",se beretning,2022,3,3,Danmark
20-09-2022,21:25,1 min,4320 Lejre,1,hvid,se beretning,2022,3,60,Danmark
22-09-2022,11:00,10 sek,6470 Sydals,1,ukendt,se beretning,2022,3,10,Danmark
30-09-2022,19:15,ca. 2–3 min,9990 Skagen,1,ukendt,se beretning,2022,3,180,Danmark
21-07-1963,00:00,hele dagen,3962 Upernavik,1,grå,se beretning,2022,4,0,Danmark
08-09-2021,22:20,3–4 sek,8240 Risskov,1,sort,se beretning,2022,4,4,Danmark
15-08-2022,00:00,1 min,3250 Gilleleje,1,hvid,se beretning,2022,4,60,Danmark
06-08-2022,16:00,5 min,"3760 Rø,  Gudhjem",2,ukendt,se beretning,2022,4,300,Danmark
30-08-2022,07:46,5 min,3600 Frederikssund,1,hvid,se beretning,2022,4,300,Danmark
01-10-2022,00:00,1 min,5700 Svendborg,1,ukendt,Starlinkse beretning,2022,4,60,Danmark
02-10-2022,00:00,3–5 sek,5700 Svendborg,1,rød,se beretning,2022,4,5,Danmark
09-10-2022,03:33,20 min,9900 Frederikshavn,1,"gul, hvid",se beretning,2022,4,1200,Danmark
10-10-2022,17:10,>1 t,6300 Gråsten,2,"grå, sort",se beretning,2022,4,3600,Danmark
13-10-2022,14:45,20 sek,25 km syd for Växjö,2,sort,se beretning,2022,4,20,Danmark
19-10-2022,10:44,?,4000 Roskilde,1,sort,se beretning,2022,4,0,Danmark
27-10-2022,21:45,3 min,4800 Nykøbing F.,1,"grå, hvid",se beretning,2022,4,180,Danmark
01-11-2022,19:37,8–10 sek,3600 Frederikssund,1,hvid,se beretning,2022,4,10,Danmark
04-11-2022,16:30,ca.20 sek,2620 Albertslund,1,gul,Flyse beretning,2022,4,20,Danmark
18-11-2022,04:57,30 sek,"6720 Pælebjerg,  Fanø",1,rød,ildkuglese beretning,2022,4,30,Danmark
18-11-2022,23:00,2 sek,3630 Jægerspris,1,ukendt,ildkuglese beretning,2022,4,2,Danmark
19-11-2022,03:55,20 sek,"8570 Lyngby,  Trustrup",1,hvid,se beretning,2022,4,20,Danmark
19-11-2022,04:40,20 sek,4990 Sakskøbing,2,"hvid, rød",ildkuglese beretning,2022,4,20,Danmark
19-11-2022,04:48,10 sek,7100 Vejle,1,ukendt,ildkuglese beretning,2022,4,10,Danmark
19-11-2022,04:49,ca. 15–20 sek,9480 Løkken,1,gul,ildkuglese beretning,2022,4,20,Danmark
07-12-2022,20:47,1 min,8660 Skanderborg,1,grå,se beretning,2022,4,60,Danmark
08-12-2022,07:24,ca. 20 sek,8240 Risskov,1,ukendt,se beretning,2022,4,20,Danmark
12-12-2022,19:25,2–3 min,2750 Ballerup,1,hvid,se beretning,2022,4,180,Danmark
14-12-2022,21:00,1 t,Sydvestlige,2,"blå, hvid, rød",se beretning,2022,4,3600,Frankrig
21-12-2022,16:45,ca. 1 min,8370 Lerbjerg,4,"blå, hvid",se beretning,2022,4,60,Danmark
27-12-2022,22:22,1–2 min,2300 København S,1,"gul, hvid",se beretning,2022,4,120,Danmark
15-04-1982,00:00,1 min,"6200 Bovrup,  Aabenraa",2,sølv,se beretning,2021,1,60,Danmark
26-01-2021,21:10,10 min,4652 Hårlev,4,"blå, grøn, hvid, rød",Siriusse beretning,2021,1,600,Danmark
04-02-2021,06:20,4 min,2700 Brønshøj,2,ukendt,Starlinkse beretning,2021,1,240,Danmark
06-02-2021,05:20,10–20 min,5300 Kerteminde,30,hvid,Starlinkse beretning,2021,1,1200,Danmark
05-02-2021,07:40,3–4 min,9550 Mariager,1,ukendt,Starlinkse beretning,2021,1,240,Danmark
06-02-2021,23:15,3 t,7700 Thisted,2,"blå, hvid",stjernese beretning,2021,1,10800,Danmark
10-02-2021,05:40,10 sek,"8800 Almind,  Viborg",1,hvid,se beretning,2021,1,10,Danmark
16-02-2021,23:30,1 t,7700 Thisted,2,"blå, hvid",stjernese beretning,2021,1,3600,Danmark
27-02-2021,06:18,7–8 min,1812 Frederiksberg C,1,hvid,se beretning,2021,1,480,Danmark
27-02-2021,19:40,ca. 2–3 min,2970 Hørsholm,1,ukendt,se beretning,2021,1,180,Danmark
02-03-2021,19:51,5–6 sek,6760 Ribe,1,"grå, sort",se beretning,2021,1,6,Danmark
07-03-2021,23:30,ca. 30 min,6091 Bjert,2,"grøn, rød",se beretning,2021,1,1800,Danmark
08-03-2021,04:45,8 min,6091 Sdr. Bjert,1,ukendt,Starlinkse beretning,2021,1,480,Danmark
08-03-2021,05:00,?,4241 Vemmelev,1,ukendt,Starlinkse beretning,2021,1,0,Danmark
08-03-2021,05:00,?,6650 Brørup,1,ukendt,Starlinkse beretning,2021,1,0,Danmark
08-03-2021,05:00,?,6064 Jordrup,1,ukendt,Starlinkse beretning,2021,1,0,Danmark
08-03-2021,05:03,5–7 min,4792 Askeby,1,hvid,Starlinkse beretning,2021,1,420,Danmark
09-03-2021,04:30,3–5 min,2665 Vallensbæk Strand,2,ukendt,Starlinkse beretning,2021,1,300,Danmark
09-03-2021,04:30,2–3 min,3300 Frederiksværk,1,ukendt,Starlinkse beretning,2021,1,180,Danmark
09-03-2021,05:00,?,Nr. Vissing8660 Skanderborg,1,ukendt,Starlinkse beretning,2021,1,0,Danmark
09-03-2021,05:05,2–3 min,2791 Tårnby,1,ukendt,Starlinkse beretning,2021,1,180,Danmark
18-03-2021,20:00,45–60 min,"5500 Strib fyr,  Middelfart",1,hvid,se beretning,2021,1,3600,Danmark
19-03-2021,18:20,3 sek,2200 København Ø,2,gul,se beretning,2021,1,3,Danmark
27-03-2021,21:09,3–4 sek,2770 Kastrup,1,blå,indkuglese beretning,2021,1,4,Danmark
27-03-2021,00:00,?,2660 Brøndby Strand,1,hvid,indkuglese beretning,2021,1,0,Danmark
30-03-2021,06:14,3–5 sek,4000 Roskilde,1,hvid,ildkuglese beretning,2021,1,5,Danmark
10-08-2020,23:30,5–10 sek,7190 Billund,1,hvid,se beretning,2021,2,10,Danmark
23-02-2021,20:45,5 sek,1221 København K,1,grøn,se beretning,2021,2,5,Danmark
31-03-2021,00:00,7–9 sek,4400 Kalundborg,1,ukendt,se beretning,2021,2,9,Danmark
03-04-2021,19:03,30 sek,"4300 Hellestrup,  Holbæk",1,sort,se beretning,2021,2,30,Danmark
03-04-2021,21:35,1 sek,7100 Vejle,2,hvid,ildkuglese beretning,2021,2,1,Danmark
15-04-2021,23:20,ca. 30 sek,2970 Hørsholm,1,hvid,se beretning,2021,2,30,Danmark
18-04-2021,03:55,½ — 1 min,Højerup4660 Store Heddinge,1,ukendt,se beretning,2021,2,60,Danmark
23-04-2021,21:20,5 min,4360 Kirke Eskilstrup,1,hvid,se beretning,2021,2,300,Danmark
07-05-2021,22:55,5 sek,4450 Jyderup,1,hvid,se beretning,2021,2,5,Danmark
08-05-2021,21:45,3 t,25465 HelsingborgSverige,3,grå,se beretning,2021,2,10800,Sverige
09-05-2021,21:13,30 sek,8260 Viby J,1,rød,se beretning,2021,2,30,Danmark
16-05-2021,00:00,ca. 7 min,9000 Aalborg,1,hvid,se beretning,2021,2,420,Danmark
16-05-2021,23:40,ca. 1 min 30 sek?,2650 Avedøre,1,hvid,,2021,2,90,Danmark
16-05-2021,00:00,?,9541 Sønderup,1,ukendt,Starlinkse beretning,2021,2,0,Danmark
18-05-2021,21:30,25 sek,2300 København S,1,"sort, sølv",se beretning,2021,2,25,Danmark
31-05-2021,07:37,5 min,3060 Espergærde,1,sølv,se beretning,2021,2,300,Danmark
05-06-2021,01:29,20 sek,2200 København N,1,"grå, rød",se beretning,2021,2,20,Danmark
15-06-2021,00:00,5–6 min,5762 Vester Skerninge,1,hvid,se beretning,2021,2,360,Danmark
23-06-2021,23:20,2 min,"8800 Almind,  Viborg",1,ukendt,se beretning,2021,2,120,Danmark
29-06-2021,01:07,3–6 sek,2200 København N,1,ukendt,se beretning,2021,2,6,Danmark
04-07-2021,21:43,4 min,3000 Helsingør,2,sort,se beretning,2021,3,240,Danmark
11-07-2021,04:03,7 sek,2700 Brønshøj,1,hvid,se beretning,2021,3,7,Danmark
16-07-2021,02:17,2–3 min,"8464 Skovby,  Galten",1,ukendt,"ISS, Den internationale Rumstationse beretning",2021,3,180,Danmark
17-07-2021,01:15,4 sek,9000 Aalborg,2,hvid,se beretning,2021,3,4,Danmark
23-07-2021,23:30,1 min,"4780 Tøvelde,  Stege",2,ukendt,se beretning,2021,3,60,Danmark
24-07-2021,00:00,ca. 5 min,9270 Klarup,3,hvid,se beretning,2021,3,300,Danmark
02-08-2021,00:10,1–2 sek,6560 Sommersted,1,hvid,ildkuglese beretning,2021,3,2,Danmark
04-08-2021,00:45,ca. 3 sek,5900 Rudkøbing,1,hvid,se beretning,2021,3,3,Danmark
04-08-2021,22:30,ca. 15–20 min,8721 Daugård,2,"blå, rød",se beretning,2021,3,1200,Danmark
05-08-2021,22:15,50 min,"Hovedvej 21, Sjællands Odde — Roskilde",2,"hvid, rød",se beretning,2021,3,3000,Danmark
13-08-2021,00:27,30 sek,Stranden ved Marselisborg8000 Aarhus C,2,hvid,se beretning,2021,3,30,Danmark
20-08-2021,22:30,10 sek,2990 Nivå,1,hvid,se beretning,2021,3,10,Danmark
22-08-2021,22:45,15 sek,8700 Horsens,4,hvid,se beretning,2021,3,15,Danmark
30-08-2021,00:20,ca. 10 sek,5500 Middelfart,1,"gul, hvid",Satellitse beretning,2021,3,10,Danmark
30-08-2021,21:05,7–13 sek,5932 Humble,1,hvid,se beretning,2021,3,13,Danmark
01-09-2021,04:23,1 min,8000 Aarhus C,1,hvid,se beretning,2021,3,60,Danmark
08-09-2021,22:26,2 min,7900 Nykøbing Mors,5,ukendt,se beretning,2021,3,120,Danmark
21-09-2021,20:03,20 sek,3000 Helsingør,1,orange,Ildkuglese beretning,2021,3,20,Danmark
22-09-2021,20:00,10 min,Skamstrup4440 Mørkøv,1,rød,se beretning,2021,3,600,Danmark
25-09-2021,20:10,ca. 5 min,6659 Brørup,2,hvid,"ISS, Den internationale Rumstationse beretning",2021,3,300,Danmark
25-09-2021,18:27,2 min,8700 Horsens,1,sort,se beretning,2021,3,120,Danmark
28-09-2021,06:23,ca. 5 sek,5900 Rudkøbing,1,hvid,se beretning,2021,3,5,Danmark
04-10-2021,00:00,min,"5620 Køng,  Glamsbjerg",2,ukendt,se beretning,2021,4,0,Danmark
04-10-2021,19:45,ca. 1 min,9600 Aars,2,"gul, hvid",se beretning,2021,4,60,Danmark
06-10-2021,18:50,3 min,4682 Algestrup,1,"brun, grå",se beretning,2021,4,180,Danmark
06-10-2021,23:20,0.30 min,9610 Nørager,1,"grøn, hvid, rød",se beretning,2021,4,1800,Danmark
15-10-2021,20:24,ca. 5 sek,4000 Roskilde,2,hvid,se beretning,2021,4,5,Danmark
16-10-2021,18:58,7 sek,7000 Fredericia,1,ukendt,se beretning,2021,4,7,Danmark
16-10-2021,20:15,10 min,8600 Silkeborg,1,sort,Flyse beretning,2021,4,600,Danmark
18-10-2021,22:06,1 min,4690 Haslev,1,"gul, orange",Flyse beretning,2021,4,60,Danmark
29-10-2021,23:00,10 sek,"6000 Dalby,  Kolding",1,hvid,se beretning,2021,4,10,Danmark
01-11-2021,21:48,1 min,3490 Kvistgård,2,"blå, hvid, rød",se beretning,2021,4,60,Danmark
05-11-2021,14:08,par min,5631 Ebberup,1,grå,se beretning,2021,4,0,Danmark
05-11-2021,20:15,30 sek,4000 Roskilde,1,ukendt,se beretning,2021,4,30,Danmark
05-11-2021,22:03,ca. 10 sek,5900 Rudkøbing,1,rød,se beretning,2021,4,10,Danmark
24-12-2021,17:43,4 sek,2900 Hellerup,2,hvid,se beretning,2021,4,4,Danmark
31-12-2019,18:00,10–15 min,5762 Vester Skerninge,1,ukendt,Starlinkse beretning,2020,1,900,Danmark
31-12-2019,18:20,5 min,4593 Eskebjerg,3,hvid,Starlinkse beretning,2020,1,300,Danmark
31-12-2019,18:20,10 min,6230 Rødekro,1,ukendt,Starlinkse beretning,2020,1,600,Danmark
31-12-2019,18:30,ca. 10 min,4000 Roskilde,7,ukendt,Starlinkse beretning,2020,1,600,Danmark
31-12-2019,18:30,15 min,4800 Nykøbing F,6,hvid,Starlinkse beretning,2020,1,900,Danmark
31-12-2019,18:30,10–15 min,6200 Aabenraa,2,ukendt,Starlinkse beretning,2020,1,900,Danmark
31-12-2019,00:00,10 min,6270 Tønder,4,ukendt,Starlinkse beretning,2020,1,600,Danmark
31-12-2019,18:30,5 min,6400 Augustenborg,2,ukendt,Starlinkse beretning,2020,1,300,Danmark
31-12-2019,18:30,ca. 10 min,7300 Jelling,2,ukendt,Starlinkse beretning,2020,1,600,Danmark
31-12-2019,18:40,10 min,"3700 Aarsballe,  Rønne",3,hvid,Starlinkse beretning,2020,1,600,Danmark
31-12-2019,19:30,5–10 min,5600 Fåborg,5,hvid,Starlinkse beretning,2020,1,600,Danmark
01-01-2020,01:10,10 min,6500 Vojens,2,"gul, rød",se beretning,2020,1,600,Danmark
05-01-2020,20:14,10–30 min,7451 Sunds,2,hvid,se beretning,2020,1,1800,Danmark
13-01-2020,16:57,20 sek,8950 Ørsted,1,rød,se beretning,2020,1,20,Danmark
21-01-2020,17:15,2 sek,Motorvej ved Egå Engsø8520 Lystrup,1,ukendt,se beretning,2020,1,2,Danmark
24-01-2020,22:45,15 min,Ølstykke Stationsby3650 Ølstykke,1,rød,se beretning,2020,1,900,Danmark
29-01-2020,07:00,ca. 10 min,8300 Odder,1,"gul, hvid",se beretning,2020,1,600,Danmark
17-02-2020,06:00,ca. 1 min,6300 Gråsten,1,hvid,Starlinkse beretning,2020,1,60,Danmark
19-02-2020,21:00,5 min,5631 Ebberup,2,ukendt,se beretning,2020,1,300,Danmark
24-02-2020,06:10,2 min,2920 Charlottenlund,1,hvid,Starlinkse beretning,2020,1,120,Danmark
27-02-2020,06:00,5 min,4180 Sorø,1,hvid,Starlinkse beretning,2020,1,300,Danmark
11-03-2020,19:34,12 min,3740 Svaneke,2,ukendt,Starlinkse beretning,2020,1,720,Danmark
12-03-2020,20:50,40 sek,4700 Næstved,1,hvid,se beretning,2020,1,40,Danmark
21-03-2020,18:50,ca. 10–15 min,7182 Bredsten,1,sort,se beretning,2020,1,900,Danmark
21-03-2020,20:40,5 sek,5900 Rudkøbing,1,hvid,se beretning,2020,1,5,Danmark
21-03-2020,23:07,altid,9440 Åbybro,1,hvid,Venusse beretning,2020,1,0,Danmark
25-03-2020,03:00,ca. 30 min,3730 Nexø,2,"grøn, hvid, rød",se beretning,2020,1,1800,Danmark
28-03-2020,20:25,10 min,5700 Svendborg,2,ukendt,Starlinkse beretning,2020,1,600,Danmark
28-03-2020,20:30,ca. 5 min,"8300 Alrø,  Odder",2,hvid,Starlinkse beretning,2020,1,300,Danmark
28-03-2020,20:35,30 min,9981 Jerup,2,hvid,Starlinkse beretning,2020,1,1800,Danmark
28-03-2020,23:00,2–3 min,Tullebølle5953 Tranekær,2,hvid,se beretning,2020,1,180,Danmark
29-03-2020,21:20,3 sek,3200 Helsinge,1,ukendt,se beretning,2020,1,3,Danmark
29-03-2020,21:45,ca. 30 min,5500 Middelfart,2,ukendt,Starlinkse beretning,2020,1,1800,Danmark
29-03-2020,21:45,ca. 10 min,6040 Vester Nebel,2,ukendt,Starlinkse beretning,2020,1,600,Danmark
29-03-2020,21:50,25 min,8800 Viborg,1,ukendt,Starlinkse beretning,2020,1,1500,Danmark
30-03-2020,21:00,2–3 min,2730 Herlev,1,ukendt,Starlinkse beretning,2020,1,180,Danmark
30-03-2020,21:00,5 min,5591 Gelsted,1,ukendt,Starlinkse beretning,2020,1,300,Danmark
30-03-2020,21:10,ca. 5–8 min,7400 Herning,2,ukendt,Starlinkse beretning,2020,1,480,Danmark
03-04-2019,00:34,ca. 5–6 min,"5370 Viby,  Mesinge",2,"hvid, orange",Venusse beretning,2020,2,360,Danmark
04-04-2019,00:15,40 min,"5370 Viby,  Mesinge",2,"hvid, orange",Venusse beretning,2020,2,2400,Danmark
04-04-2020,04:00,ca. 15 min,Felsted6200 Aabenraa,1,ukendt,Starlinkse beretning,2020,2,900,Danmark
06-04-2020,04:50,15 sek,8382 Hinnerup,1,hvid,Starlinkse beretning,2020,2,15,Danmark
06-04-2020,04:50,25 min,2400 København NV,1,hvid,Starlinkse beretning,2020,2,1500,Danmark
08-04-2020,04:40,2 min,5900 Rudkøbing,1,"grøn, rød",se beretning,2020,2,120,Danmark
17-04-2020,22:35,4 min,"5500 Røjle,  Middelfart",2,hvid,Starlinkse beretning,2020,2,240,Danmark
17-04-2020,22:45,10 min,4791 Borre,2,hvid,Starlinkse beretning,2020,2,600,Danmark
18-04-2020,21:30,1 t,2650 Hvidovre og5000 Odense C,2,"gul, hvid",Starlinkse beretning,2020,2,3600,Danmark
18-04-2020,22:05,15 min,2860 Søborg,1,hvid,Starlinkse beretning,2020,2,900,Danmark
18-04-2020,22:07,10 min,2100 København Ø,3,hvid,Starlinkse beretning,2020,2,600,Danmark
18-04-2020,22:15,5 min,7320 Brande,1,ukendt,Starlinkse beretning,2020,2,300,Danmark
18-04-2020,22:43,1 min og 1 min,2860 Søborg,1,hvid,Starlinkse beretning,2020,2,60,Danmark
18-04-2020,22:45,ca. 15 min,2630 Tåstrup,2,hvid,Starlinkse beretning,2020,2,900,Danmark
19-04-2020,22:30,30 min,2630 Tåstrup,2,hvid,Starlinkse beretning,2020,2,1800,Danmark
19-04-2020,22:30,15 min,3400 Hillerød,20,ukendt,Starlinkse beretning,2020,2,900,Danmark
19-04-2020,22:45,ca. 2 min,6660 Lintrup,2,ukendt,Starlinkse beretning,2020,2,120,Danmark
20-04-2020,21:45,ca. 4 min,5800 Nyborg,1,hvid,Starlinkse beretning,2020,2,240,Danmark
20-04-2020,22:30,ca. 1 t,4900 Nakskov,2,ukendt,Starlinkse beretning,2020,2,3600,Danmark
20-04-2020,22:45,12 sek,9990 Skagen,4,rød,se beretning,2020,2,12,Danmark
24-04-2020,22:56,3 sek,8270 Højbjerg,1,hvid,se beretning,2020,2,3,Danmark
28-04-2020,01:39,6 sek,8570 Trustrup,1,hvid,se beretning,2020,2,6,Danmark
04-05-2020,01:30,3 sek,5000 Odense C,1,hvid,se beretning,2020,2,3,Danmark
19-05-2020,22:20,30 sek,4654 Faxe Ladeplads,2,hvid,se beretning,2020,2,30,Danmark
21-05-2020,22:15,10–12 min,4760 Vordingborg,1,hvid,"se beretningISS, Den internationale Rumstation",2020,2,720,Danmark
04-06-2020,00:00,1 min,5935 Bagenkop,1,ukendt,se beretning,2020,2,60,Danmark
07-06-2020,00:10,5–10 sek,9560 Hadsund,1,"rød, sort",se beretning,2020,2,10,Danmark
23-06-2020,23:14,1 min,2730 Herlev,1,rød,se beretning,2020,2,60,Danmark
28-06-2020,02:45,ca. 15 min,8800 Viborg,1,rød,se beretning,2020,2,900,Danmark
05-06-2019,22:30,2 min,8883 Gjern,1,ukendt,se beretning,2020,3,120,Danmark
16-07-2019,23:34,ca. 1 min,4250 Fuglebjerg,2,"gul, hvid",se beretning,2020,3,60,Danmark
12-10-2019,23:00,2 min,8883 Gjern,1,hvid,se beretning,2020,3,120,Danmark
20-07-2020,22:00,5 sek,4600 Køge,1,grøn,se beretning,2020,3,5,Danmark
22-07-2020,01:26,ca. 10 sek,2300 København S,1,ukendt,se beretning,2020,3,10,Danmark
09-08-2020,03:00,30–40 sek,2500 Valby,2,hvid,Starlinkse beretning,2020,3,40,Danmark
09-08-2020,04:09,30 sek,8464 Galten,1,hvid,Starlinkse beretning,2020,3,30,Danmark
10-08-2020,00:00,5 min,2850 Nærum,2,hvid,Starlinkse beretning,2020,3,300,Danmark
10-08-2020,23:40,5–10 sek,7190 Billund,1,hvid,se beretning,2020,3,10,Danmark
13-08-2020,03:06,2–3 min,"6200 Søgård,  Aabenraa",1,hvid,Starlinkse beretning,2020,3,180,Danmark
14-08-2020,02:45,2–3 min,4340 Tølløse,1,ukendt,Starlinkse beretning,2020,3,180,Danmark
01-09-2020,23:35,2 min,2450 København SV,2,"hvid, sort",se beretning,2020,3,120,Danmark
14-09-2020,00:00,sta­dig syn­lig,9870 Sindal,2,rød,se beretning,2020,3,0,Danmark
17-09-2020,03:00,15–30 min,2100 København Ø,1,hvid,se beretning,2020,3,1800,Danmark
22-09-2020,21:12,10 min,4700 Næstved,2,hvid,se beretning,2020,3,600,Danmark
26-09-2020,19:18,ca. 1 sek,7130 Juelsminde,1,sort,se beretning,2020,3,1,Danmark
23-09-2020,21:00,5 sek,4490 Ubby,1,sort,se beretning,2020,4,5,Danmark
11-10-2020,22:30,10 sek,4490 Ubby,1,sort,se beretning,2020,4,10,Danmark
15-10-2020,22:10,4 sek,Ejby4070 Kirke Hyllinge,1,sort,se beretning,2020,4,4,Danmark
15-10-2020,23:00,20 sek,3200 Helsinge,2,"hvid, sort",se beretning,2020,4,20,Danmark
07-11-2020,22:05,14 sek,8800 Viborg,3,hvid,se beretning,2020,4,14,Danmark
09-11-2020,05:30,10 sek,9800 Hjørring,2,grøn,se beretning,2020,4,10,Danmark
14-11-2020,20:40,15 min,4050 Skibby,2,hvid,se beretning,2020,4,900,Danmark
19-11-2020,20:14,3–5 min,4130 Viby Sjælland,2,hvid,se beretning,2020,4,300,Danmark
20-11-2020,19:02,3 min,4320 Osted,1,hvid,se beretning,2020,4,180,Danmark
23-11-2020,06:03,2–3 min,4700 Næstved,2,hvid,se beretning,2020,4,180,Danmark
28-11-2020,18:41,10 sek,"4960 Fuglse,  Holeby",2,"blå, grøn",Ildkuglese beretning,2020,4,10,Danmark
21-12-2020,15:30,min,2980 Kokkedal,2,hvid,Projektørlysse beretning,2020,4,0,Danmark
25-12-2020,09:04,6 min,8270 Højbjerg,2,ukendt,se beretning,2020,4,360,Danmark
11-01-2019,06:00,1 min,5853 Ørbæk,3,"blå, rød",se beretning,2019,1,60,Danmark
25-01-2019,02:30,15–18 min,9293 Kongerslev,2,grøn,se beretning,2019,1,1080,Danmark
31-01-2019,21:35,7 min,5000 Odense C,1,hvid,se beretning,2019,1,420,Danmark
16-02-2019,23:40,ca. 8 min,4100 Ringsted,1,"grøn, rød",se beretning,2019,1,480,Danmark
17-02-2019,20:05,1–2 min,9240 Nibe,1,hvid,se beretning,2019,1,120,Danmark
23-02-2019,18:00,4–5 sek,2840 Holte,2,hvid,meteorse beretning,2019,1,5,Danmark
23-02-2019,19:20,5 sek,5210 Odense NV,2,rød,meteorse beretning,2019,1,5,Danmark
23-02-2019,20:15,ikke afslut­tet,5771 Stenstrup,6,ukendt,se beretning,2019,1,0,Danmark
11-03-2019,00:50,2 sek,4100 Ringsted,1,gul,meteorse beretning,2019,1,2,Danmark
11-03-2019,01:46,10 sek,"S‑26433 Klippan,",1,blå,satellitse beretning,2019,1,10,Sverige
11-03-2019,18:00,ca. 10 min,4200 Risskov,2,gul,se beretning,2019,1,600,Danmark
11-03-2019,23:25,2–3 min,5900 Rudkøbing,1,hvid,se beretning,2019,1,180,Danmark
17-03-2019,17:45,2 sek,8500 Grenaa,1,hvid,se beretning,2019,1,2,Danmark
21-03-2019,00:00,1 min,Snogebæk3730 Nexø,1,"gul, hvid",se beretning,2019,1,60,Danmark
23-03-2019,20:25,2 min,5900 Rudkøbing,1,"gul, hvid",se beretning,2019,1,120,Danmark
30-03-2019,23:00,ca. 5 sek,8940 Randers SV,1,hvid,meteorse beretning,2019,1,5,Danmark
21-03-2019,22:30,5–10 min,9900 Frederikshavn,1,rød,se beretning,2019,2,600,Danmark
16-04-2019,01:00,10–15 sek,3450 Blovstrød,1,"grøn, gul, orange, rød",dronese beretning,2019,2,15,Danmark
18-04-2019,04:05,50–75 & 30–40 sek,2820 Gentofte,1,hvid,satellitterse beretning,2019,2,40,Danmark
26-04-2019,23:00,ca. 25 sek,7100 Vejle,1,"grøn, hvid, rød",se beretning,2019,2,25,Danmark
14-05-2019,00:45,10 sek,5350 Rynkeby,2,hvid,se beretning,2019,2,10,Danmark
23-05-2019,23:30,6 min,6960 Hvide Sande,1,hvid,"se beretningISS, Den internationale Rumstation",2019,2,360,Danmark
23-05-2019,23:40,2–3 min,4241 Vemmelev,1,sort,se beretning,2019,2,180,Danmark
25-05-2019,01:00,5 min,3790 Hasle,1,hvid,Satellitterse beretning,2019,2,300,Danmark
08-06-2019,23:20,få sek,4000 Roskilde,2,rød,se beretning,2019,2,0,Danmark
28-12-1996,00:00,1t 30 min,4600 Køge,2,hvid,se beretningProjektørlys,2019,3,5400,Danmark
15-01-2002,21:10,10 min,mellem Holstebro og Herning,1,ukendt,se beretning,2019,3,600,Danmark
15-09-2018,21:45,?,4270 Høng,1,hvid,se beretning,2019,3,0,Danmark
10-05-2019,23:14,1 min,2450 København SV,1,"gul, hvid",se beretning,2019,3,60,Danmark
03-07-2019,03:00,1 min,4720 Allerslev,1,sort,se beretning,2019,3,60,Danmark
05-07-2019,19:30,2–3 min,4251 Vemmelev,2,sølv,se beretning,2019,3,180,Danmark
10-07-2019,03:10,10–20 min,7560 Hjerm,1,hvid,se beretning,2019,3,1200,Danmark
17-07-2019,00:44,3–4 min,8620 Kjellerup,2,"gul, hvid","se beretningISS, Den internationale Rumstation",2019,3,240,Danmark
24-07-2019,23:45,10 sek,4300 Holbæk,1,ukendt,se beretning,2019,3,10,Danmark
25-07-2019,00:00,ca. 20 sek,5500 Middelfart,4,rød,se beretning,2019,3,20,Danmark
25-07-2019,22:05,5 min,8310 Tranbjerg J,1,hvid,"se beretningISS, Den internationale Rumstation",2019,3,300,Danmark
02-08-2019,01:30,10 min,2770 Tårnby,1,"blå, grøn, gul, hvid, rød",se beretning,2019,3,600,Danmark
06-08-2019,10:15,ca. 45 min,Rindby Strand6720 Fanø,1,"blå, rød",se beretning,2019,3,2700,Danmark
21-08-2019,22:30,ca. 10 min,6240 Løgumkloster,1,rød,se beretning,2019,3,600,Danmark
22-08-2019,22:37,>3 sek,2610 Rødovre,1,hvid,se beretningmeteor,2019,3,3,Danmark
24-08-2019,23:20,23 sek,Agersted9330 Dronninglund,1,gul,se beretning,2019,3,23,Danmark
01-09-2019,02:15,3–4 min,3520 Farum,2,rød,se beretning,2019,3,240,Danmark
21-09-2019,21:00,2–3 sek,4200 Slagelse,2,sort,se beretning,2019,3,3,Danmark
22-09-2019,21:27,30 sek,8850 Bjerringbro,2,hvid,"se beretningISS, Den internationale Rumstation",2019,3,30,Danmark
22-09-2019,21:43,2x8 sek,8000 Aarhus C,2,hvid,se beretning,2019,3,8,Danmark
16-08-2019,22:08,ca. 3 min,4000 Roskilde,1,"gul, hvid, rød",se beretning,2019,4,180,Danmark
05-10-2019,17:15,30 min,7330 Brande,7,sort,se beretning,2019,4,1800,Danmark
